atp1-part0	f979	100.000	30	0	0	1	30	58	87	1.10e-10	56.5
atp1-part1	f979	100.000	30	0	0	1	30	73	102	1.10e-10	56.5
atp1-part2	f979	100.000	30	0	0	1	30	88	117	1.10e-10	56.5
atp1-part3	f979	100.000	30	0	0	1	30	103	132	1.10e-10	56.5
atp1-part4	f979	100.000	30	0	0	1	30	118	147	1.10e-10	56.5
atp1-part5	f979	100.000	30	0	0	1	30	133	162	1.10e-10	56.5
atp1-part6	f979	100.000	30	0	0	1	30	148	177	1.10e-10	56.5
atp1-part7	f979	100.000	30	0	0	1	30	163	192	1.10e-10	56.5
atp1-part8	f979	100.000	30	0	0	1	30	178	207	1.10e-10	56.5
atp1-part9	r986	100.000	30	0	0	1	30	8	37	1.10e-10	56.5
atp1-part9	f979	100.000	30	0	0	1	30	193	222	1.10e-10	56.5
atp1-part10	r986	100.000	30	0	0	1	30	23	52	1.10e-10	56.5
atp1-part10	f979	100.000	30	0	0	1	30	208	237	1.10e-10	56.5
atp1-part11	r986	100.000	30	0	0	1	30	38	67	1.10e-10	56.5
atp1-part11	f979	100.000	30	0	0	1	30	223	252	1.10e-10	56.5
atp1-part12	r986	100.000	30	0	0	1	30	53	82	1.10e-10	56.5
atp1-part12	f979	100.000	30	0	0	1	30	238	267	1.10e-10	56.5
atp1-part13	r986	100.000	30	0	0	1	30	68	97	1.10e-10	56.5
atp1-part13	f979	100.000	30	0	0	1	30	253	282	1.10e-10	56.5
atp1-part14	r986	100.000	30	0	0	1	30	83	112	1.10e-10	56.5
atp1-part14	f979	100.000	30	0	0	1	30	268	297	1.10e-10	56.5
atp1-part15	r986	100.000	30	0	0	1	30	98	127	1.10e-10	56.5
atp1-part15	f979	100.000	30	0	0	1	30	283	312	1.10e-10	56.5
atp1-part16	r986	100.000	30	0	0	1	30	113	142	1.10e-10	56.5
atp1-part16	f979	100.000	30	0	0	1	30	298	327	1.10e-10	56.5
atp1-part17	r986	100.000	30	0	0	1	30	128	157	1.10e-10	56.5
atp1-part17	f979	100.000	30	0	0	1	30	313	342	1.10e-10	56.5
atp1-part18	r986	100.000	30	0	0	1	30	143	172	1.10e-10	56.5
atp1-part18	f979	100.000	30	0	0	1	30	328	357	1.10e-10	56.5
atp1-part19	r986	100.000	30	0	0	1	30	158	187	1.10e-10	56.5
atp1-part19	f979	100.000	30	0	0	1	30	343	372	1.10e-10	56.5
atp1-part20	r986	100.000	30	0	0	1	30	173	202	1.10e-10	56.5
atp1-part20	f979	100.000	30	0	0	1	30	358	387	1.10e-10	56.5
atp1-part21	r986	100.000	30	0	0	1	30	188	217	1.10e-10	56.5
atp1-part21	f979	100.000	30	0	0	1	30	373	402	1.10e-10	56.5
atp1-part22	r986	100.000	30	0	0	1	30	203	232	1.10e-10	56.5
atp1-part22	f979	100.000	30	0	0	1	30	388	417	1.10e-10	56.5
atp1-part23	r986	100.000	30	0	0	1	30	218	247	1.10e-10	56.5
atp1-part23	f979	100.000	30	0	0	1	30	403	432	1.10e-10	56.5
atp1-part24	r986	100.000	30	0	0	1	30	233	262	1.10e-10	56.5
atp1-part24	f979	100.000	30	0	0	1	30	418	447	1.10e-10	56.5
atp1-part25	r986	100.000	30	0	0	1	30	248	277	1.10e-10	56.5
atp1-part25	f979	100.000	30	0	0	1	30	433	462	1.10e-10	56.5
atp1-part26	r986	100.000	30	0	0	1	30	263	292	1.10e-10	56.5
atp1-part26	f979	100.000	30	0	0	1	30	448	477	1.10e-10	56.5
atp1-part27	r986	100.000	30	0	0	1	30	278	307	1.10e-10	56.5
atp1-part27	f979	100.000	30	0	0	1	30	463	492	1.10e-10	56.5
atp1-part28	r986	100.000	30	0	0	1	30	293	322	1.10e-10	56.5
atp1-part28	f979	100.000	30	0	0	1	30	478	507	1.10e-10	56.5
atp1-part29	r986	100.000	30	0	0	1	30	308	337	1.10e-10	56.5
atp1-part29	f979	100.000	30	0	0	1	30	493	522	1.10e-10	56.5
atp1-part30	r986	100.000	30	0	0	1	30	323	352	1.10e-10	56.5
atp1-part30	f979	100.000	30	0	0	1	30	508	537	1.10e-10	56.5
atp1-part31	r986	100.000	30	0	0	1	30	338	367	1.10e-10	56.5
atp1-part31	f979	100.000	30	0	0	1	30	523	552	1.10e-10	56.5
atp1-part32	r986	100.000	30	0	0	1	30	353	382	1.10e-10	56.5
atp1-part32	f979	100.000	30	0	0	1	30	538	567	1.10e-10	56.5
atp1-part33	r986	100.000	30	0	0	1	30	368	397	1.10e-10	56.5
atp1-part33	f979	100.000	30	0	0	1	30	553	582	1.10e-10	56.5
atp1-part34	r986	100.000	30	0	0	1	30	383	412	1.10e-10	56.5
atp1-part34	f979	100.000	30	0	0	1	30	568	597	1.10e-10	56.5
atp1-part35	r986	100.000	30	0	0	1	30	398	427	1.10e-10	56.5
atp1-part35	f979	100.000	30	0	0	1	30	583	612	1.10e-10	56.5
atp1-part36	r986	100.000	30	0	0	1	30	413	442	1.10e-10	56.5
atp1-part36	f979	100.000	30	0	0	1	30	598	627	1.10e-10	56.5
atp1-part36	r987	100.000	29	0	0	2	30	1	29	3.96e-10	54.7
atp1-part37	r987	100.000	30	0	0	1	30	15	44	1.10e-10	56.5
atp1-part37	r986	100.000	30	0	0	1	30	428	457	1.10e-10	56.5
atp1-part37	f980	100.000	30	0	0	1	30	2	31	1.10e-10	56.5
atp1-part37	f979	100.000	30	0	0	1	30	613	642	1.10e-10	56.5
atp1-part38	r987	100.000	30	0	0	1	30	30	59	1.10e-10	56.5
atp1-part38	f980	100.000	30	0	0	1	30	17	46	1.10e-10	56.5
atp1-part38	f979	100.000	30	0	0	1	30	628	657	1.10e-10	56.5
atp1-part39	r987	100.000	30	0	0	1	30	45	74	1.10e-10	56.5
atp1-part39	f980	100.000	30	0	0	1	30	32	61	1.10e-10	56.5
atp1-part39	f979	100.000	30	0	0	1	30	643	672	1.10e-10	56.5
atp1-part40	r987	100.000	30	0	0	1	30	60	89	1.10e-10	56.5
atp1-part40	f980	100.000	30	0	0	1	30	47	76	1.10e-10	56.5
atp1-part40	f979	100.000	30	0	0	1	30	658	687	1.10e-10	56.5
atp1-part41	r987	100.000	30	0	0	1	30	75	104	1.10e-10	56.5
atp1-part41	f980	100.000	30	0	0	1	30	62	91	1.10e-10	56.5
atp1-part41	f979	100.000	30	0	0	1	30	673	702	1.10e-10	56.5
atp1-part42	r987	100.000	30	0	0	1	30	90	119	1.10e-10	56.5
atp1-part42	f980	100.000	30	0	0	1	30	77	106	1.10e-10	56.5
atp1-part42	f979	100.000	30	0	0	1	30	688	717	1.10e-10	56.5
atp1-part43	r987	100.000	30	0	0	1	30	105	134	1.10e-10	56.5
atp1-part43	f980	100.000	30	0	0	1	30	92	121	1.10e-10	56.5
atp1-part43	f979	100.000	30	0	0	1	30	703	732	1.10e-10	56.5
atp1-part44	r987	100.000	30	0	0	1	30	120	149	1.10e-10	56.5
atp1-part44	f980	100.000	30	0	0	1	30	107	136	1.10e-10	56.5
atp1-part44	f979	100.000	30	0	0	1	30	718	747	1.10e-10	56.5
atp1-part45	r987	100.000	30	0	0	1	30	135	164	1.10e-10	56.5
atp1-part45	f980	100.000	30	0	0	1	30	122	151	1.10e-10	56.5
atp1-part45	f979	100.000	30	0	0	1	30	733	762	1.10e-10	56.5
atp1-part46	r987	100.000	30	0	0	1	30	150	179	1.10e-10	56.5
atp1-part46	f980	100.000	30	0	0	1	30	137	166	1.10e-10	56.5
atp1-part46	f979	100.000	30	0	0	1	30	748	777	1.10e-10	56.5
atp1-part47	r987	100.000	30	0	0	1	30	165	194	1.10e-10	56.5
atp1-part47	f980	100.000	30	0	0	1	30	152	181	1.10e-10	56.5
atp1-part47	f979	100.000	30	0	0	1	30	763	792	1.10e-10	56.5
atp1-part48	r987	100.000	30	0	0	1	30	180	209	1.10e-10	56.5
atp1-part48	f980	100.000	30	0	0	1	30	167	196	1.10e-10	56.5
atp1-part48	f979	100.000	30	0	0	1	30	778	807	1.10e-10	56.5
atp1-part49	r987	100.000	30	0	0	1	30	195	224	1.10e-10	56.5
atp1-part49	f980	100.000	30	0	0	1	30	182	211	1.10e-10	56.5
atp1-part49	f979	100.000	30	0	0	1	30	793	822	1.10e-10	56.5
atp1-part50	r987	100.000	30	0	0	1	30	210	239	1.10e-10	56.5
atp1-part50	f980	100.000	30	0	0	1	30	197	226	1.10e-10	56.5
atp1-part50	f979	100.000	30	0	0	1	30	808	837	1.10e-10	56.5
atp4-part0	r65	100.000	30	0	0	1	30	73	44	1.10e-10	56.5
atp4-part0	r51	100.000	30	0	0	1	30	591	562	1.10e-10	56.5
atp4-part1	r65	100.000	30	0	0	1	30	58	29	1.10e-10	56.5
atp4-part1	r51	100.000	30	0	0	1	30	576	547	1.10e-10	56.5
atp4-part2	r65	100.000	30	0	0	1	30	43	14	1.10e-10	56.5
atp4-part2	r51	100.000	30	0	0	1	30	561	532	1.10e-10	56.5
atp4-part3	r51	100.000	30	0	0	1	30	546	517	1.10e-10	56.5
atp4-part3	r65	100.000	28	0	0	1	28	28	1	1.42e-09	52.8
atp4-part4	r51	100.000	30	0	0	1	30	531	502	1.10e-10	56.5
atp4-part5	r51	100.000	30	0	0	1	30	516	487	1.10e-10	56.5
atp4-part6	r51	100.000	30	0	0	1	30	501	472	1.10e-10	56.5
atp4-part6	f42	100.000	28	0	0	3	30	648	621	1.42e-09	52.8
atp4-part7	r51	100.000	30	0	0	1	30	486	457	1.10e-10	56.5
atp4-part7	f42	100.000	30	0	0	1	30	635	606	1.10e-10	56.5
atp4-part8	r51	100.000	30	0	0	1	30	471	442	1.10e-10	56.5
atp4-part8	f42	100.000	30	0	0	1	30	620	591	1.10e-10	56.5
atp4-part9	r51	100.000	30	0	0	1	30	456	427	1.10e-10	56.5
atp4-part9	f42	100.000	30	0	0	1	30	605	576	1.10e-10	56.5
atp4-part10	r51	100.000	30	0	0	1	30	441	412	1.10e-10	56.5
atp4-part10	f42	100.000	30	0	0	1	30	590	561	1.10e-10	56.5
atp4-part11	r51	100.000	30	0	0	1	30	426	397	1.10e-10	56.5
atp4-part11	f42	100.000	30	0	0	1	30	575	546	1.10e-10	56.5
atp4-part12	r51	100.000	30	0	0	1	30	411	382	1.10e-10	56.5
atp4-part12	f42	100.000	30	0	0	1	30	560	531	1.10e-10	56.5
atp4-part13	r51	100.000	30	0	0	1	30	396	367	1.10e-10	56.5
atp4-part13	f42	100.000	30	0	0	1	30	545	516	1.10e-10	56.5
atp4-part14	r51	100.000	30	0	0	1	30	381	352	1.10e-10	56.5
atp4-part14	f42	100.000	30	0	0	1	30	530	501	1.10e-10	56.5
atp4-part15	r51	100.000	30	0	0	1	30	366	337	1.10e-10	56.5
atp4-part15	f42	100.000	30	0	0	1	30	515	486	1.10e-10	56.5
atp4-part16	r51	100.000	30	0	0	1	30	351	322	1.10e-10	56.5
atp4-part16	f42	100.000	30	0	0	1	30	500	471	1.10e-10	56.5
atp4-part17	r51	100.000	30	0	0	1	30	336	307	1.10e-10	56.5
atp4-part17	f42	100.000	30	0	0	1	30	485	456	1.10e-10	56.5
atp4-part18	r51	100.000	30	0	0	1	30	321	292	1.10e-10	56.5
atp4-part18	f42	100.000	30	0	0	1	30	470	441	1.10e-10	56.5
atp4-part19	r51	100.000	30	0	0	1	30	306	277	1.10e-10	56.5
atp4-part19	f42	100.000	30	0	0	1	30	455	426	1.10e-10	56.5
atp6-part0	r965	100.000	30	0	0	1	30	720	691	1.10e-10	56.5
atp6-part1	r965	100.000	30	0	0	1	30	705	676	1.10e-10	56.5
atp6-part2	r965	100.000	30	0	0	1	30	690	661	1.10e-10	56.5
atp6-part3	r965	100.000	30	0	0	1	30	675	646	1.10e-10	56.5
atp6-part4	r965	100.000	30	0	0	1	30	660	631	1.10e-10	56.5
atp6-part5	r965	100.000	30	0	0	1	30	645	616	1.10e-10	56.5
atp6-part6	r965	100.000	30	0	0	1	30	630	601	1.10e-10	56.5
atp6-part7	r965	100.000	30	0	0	1	30	615	586	1.10e-10	56.5
atp6-part8	r965	100.000	30	0	0	1	30	600	571	1.10e-10	56.5
atp6-part9	r965	100.000	30	0	0	1	30	585	556	1.10e-10	56.5
atp6-part10	r965	100.000	30	0	0	1	30	570	541	1.10e-10	56.5
atp6-part11	r965	100.000	30	0	0	1	30	555	526	1.10e-10	56.5
atp6-part12	r965	100.000	30	0	0	1	30	540	511	1.10e-10	56.5
atp6-part13	r965	100.000	30	0	0	1	30	525	496	1.10e-10	56.5
atp6-part14	r965	100.000	30	0	0	1	30	510	481	1.10e-10	56.5
atp6-part15	r965	100.000	30	0	0	1	30	495	466	1.10e-10	56.5
atp6-part16	r965	100.000	30	0	0	1	30	480	451	1.10e-10	56.5
atp6-part17	r965	100.000	30	0	0	1	30	465	436	1.10e-10	56.5
atp6-part18	r965	100.000	30	0	0	1	30	450	421	1.10e-10	56.5
atp6-part19	r965	100.000	30	0	0	1	30	435	406	1.10e-10	56.5
atp6-part20	r965	100.000	30	0	0	1	30	420	391	1.10e-10	56.5
atp6-part21	r965	100.000	30	0	0	1	30	405	376	1.10e-10	56.5
atp6-part22	r965	100.000	30	0	0	1	30	390	361	1.10e-10	56.5
atp6-part23	r965	100.000	30	0	0	1	30	375	346	1.10e-10	56.5
atp6-part24	r965	100.000	30	0	0	1	30	360	331	1.10e-10	56.5
atp8-part0	r1227	100.000	30	0	0	1	30	702	673	1.10e-10	56.5
atp8-part0	r280	100.000	30	0	0	1	30	630	601	1.10e-10	56.5
atp8-part3	r1227	100.000	30	0	0	1	30	657	628	1.10e-10	56.5
atp8-part3	r280	100.000	30	0	0	1	30	585	556	1.10e-10	56.5
atp8-part4	r1227	100.000	30	0	0	1	30	642	613	1.10e-10	56.5
atp8-part5	r1227	100.000	30	0	0	1	30	627	598	1.10e-10	56.5
atp8-part6	r1227	100.000	30	0	0	1	30	612	583	1.10e-10	56.5
atp8-part7	r1227	100.000	30	0	0	1	30	597	568	1.10e-10	56.5
atp8-part8	r1227	100.000	30	0	0	1	30	582	553	1.10e-10	56.5
atp8-part9	r1227	100.000	30	0	0	1	30	567	538	1.10e-10	56.5
atp8-part10	r1227	100.000	30	0	0	1	30	552	523	1.10e-10	56.5
atp8-part11	r1227	100.000	30	0	0	1	30	537	508	1.10e-10	56.5
atp8-part12	r1227	100.000	30	0	0	1	30	522	493	1.10e-10	56.5
atp8-part13	r1227	100.000	30	0	0	1	30	507	478	1.10e-10	56.5
atp8-part14	r1227	100.000	30	0	0	1	30	492	463	1.10e-10	56.5
atp8-part15	r1227	100.000	30	0	0	1	30	477	448	1.10e-10	56.5
atp9-part0	r981	100.000	30	0	0	1	30	294	323	1.10e-10	56.5
atp9-part0	r980	100.000	30	0	0	1	30	302	331	1.10e-10	56.5
atp9-part0	f974	100.000	30	0	0	1	30	250	279	1.10e-10	56.5
atp9-part0	f972	100.000	30	0	0	1	30	360	389	1.10e-10	56.5
atp9-part1	r981	100.000	30	0	0	1	30	309	338	1.10e-10	56.5
atp9-part1	r980	100.000	30	0	0	1	30	317	346	1.10e-10	56.5
atp9-part1	f974	100.000	30	0	0	1	30	265	294	1.10e-10	56.5
atp9-part2	r980	100.000	30	0	0	1	30	332	361	1.10e-10	56.5
atp9-part2	f974	100.000	30	0	0	1	30	280	309	1.10e-10	56.5
atp9-part3	r980	100.000	30	0	0	1	30	347	376	1.10e-10	56.5
atp9-part3	f974	100.000	30	0	0	1	30	295	324	1.10e-10	56.5
atp9-part4	r980	100.000	30	0	0	1	30	362	391	1.10e-10	56.5
atp9-part4	f974	100.000	30	0	0	1	30	310	339	1.10e-10	56.5
atp9-part5	r980	100.000	30	0	0	1	30	377	406	1.10e-10	56.5
atp9-part5	f974	100.000	30	0	0	1	30	325	354	1.10e-10	56.5
atp9-part6	r980	100.000	30	0	0	1	30	392	421	1.10e-10	56.5
atp9-part6	f974	100.000	30	0	0	1	30	340	369	1.10e-10	56.5
atp9-part7	f974	100.000	30	0	0	1	30	355	384	1.10e-10	56.5
atp9-part8	f974	100.000	30	0	0	1	30	370	399	1.10e-10	56.5
ccmB-part0	r1131	100.000	30	0	0	1	30	94	65	1.10e-10	56.5
ccmB-part0	r1128	100.000	30	0	0	1	30	969	940	1.10e-10	56.5
ccmB-part0	f1110	100.000	30	0	0	1	30	274	245	1.10e-10	56.5
ccmB-part1	r1131	100.000	30	0	0	1	30	79	50	1.10e-10	56.5
ccmB-part1	r1128	100.000	30	0	0	1	30	954	925	1.10e-10	56.5
ccmB-part1	f1110	100.000	30	0	0	1	30	259	230	1.10e-10	56.5
ccmB-part2	r1131	100.000	30	0	0	1	30	64	35	1.10e-10	56.5
ccmB-part2	r1128	100.000	30	0	0	1	30	939	910	1.10e-10	56.5
ccmB-part2	f1110	100.000	30	0	0	1	30	244	215	1.10e-10	56.5
ccmB-part3	r1131	100.000	30	0	0	1	30	49	20	1.10e-10	56.5
ccmB-part3	r1128	100.000	30	0	0	1	30	924	895	1.10e-10	56.5
ccmB-part3	f1110	100.000	30	0	0	1	30	229	200	1.10e-10	56.5
ccmB-part4	r1131	100.000	30	0	0	1	30	34	5	1.10e-10	56.5
ccmB-part4	r1128	100.000	30	0	0	1	30	909	880	1.10e-10	56.5
ccmB-part4	f1110	100.000	30	0	0	1	30	214	185	1.10e-10	56.5
ccmB-part5	r1130	100.000	30	0	0	1	30	533	504	1.10e-10	56.5
ccmB-part5	r1128	100.000	30	0	0	1	30	894	865	1.10e-10	56.5
ccmB-part5	f1110	100.000	30	0	0	1	30	199	170	1.10e-10	56.5
ccmB-part6	r1130	100.000	30	0	0	1	30	518	489	1.10e-10	56.5
ccmB-part6	r1128	100.000	30	0	0	1	30	879	850	1.10e-10	56.5
ccmB-part6	f1110	100.000	30	0	0	1	30	184	155	1.10e-10	56.5
ccmB-part7	r1130	100.000	30	0	0	1	30	503	474	1.10e-10	56.5
ccmB-part7	r1128	100.000	30	0	0	1	30	864	835	1.10e-10	56.5
ccmB-part7	f1110	100.000	30	0	0	1	30	169	140	1.10e-10	56.5
ccmB-part8	r1130	100.000	30	0	0	1	30	488	459	1.10e-10	56.5
ccmB-part8	r1128	100.000	30	0	0	1	30	849	820	1.10e-10	56.5
ccmB-part8	f1110	100.000	30	0	0	1	30	154	125	1.10e-10	56.5
ccmB-part9	r1130	100.000	30	0	0	1	30	473	444	1.10e-10	56.5
ccmB-part9	r1128	100.000	30	0	0	1	30	834	805	1.10e-10	56.5
ccmB-part9	f1110	100.000	30	0	0	1	30	139	110	1.10e-10	56.5
